Incident energy , σ(E)
8450000.0 , 1.10167
8480000.0 , 1.107065
8499500.0 , 1.083969
8500000.0 , 1.074868
8520000.0 , 1.083365
8553000.0 , 1.066372
8600000.0 , 1.079566
8611000.0 , 1.079372
8664000.0 , 1.065267
8700000.0 , 1.068175
8708000.0 , 1.06277
8724740.0 , 1.062252
8750000.0 , 1.061469
8768000.0 , 1.067773
8800000.0 , 1.071972
8833000.0 , 1.076379
8850000.0 , 1.077176
8885000.0 , 1.097576
8920000.0 , 1.086377
8940000.0 , 1.103974
8980000.0 , 1.130979
9000000.0 , 1.132576
9005000.0 , 1.152975
9020000.0 , 1.154571
9030000.0 , 1.167779
9045000.0 , 1.174776
9053000.0 , 1.197678
9067000.0 , 1.196877
9080000.0 , 1.223578
9149000.0 , 1.288775
9163000.0 , 1.307385
9180000.0 , 1.302277
9219000.0 , 1.330681
9250000.0 , 1.325782
9254000.0 , 1.339383
9300000.0 , 1.319581
9360000.0 , 1.292989
9400000.0 , 1.27009
9450000.0 , 1.25299
9500000.0 , 1.235289
9522000.0 , 1.23499
9553000.0 , 1.223588
9560000.0 , 1.230089
9590000.0 , 1.221988
9600000.0 , 1.219291
9630000.0 , 1.222891
9640000.0 , 1.231494
9678000.0 , 1.226192
9680000.0 , 1.223997
9692000.0 , 1.225995
9700000.0 , 1.236193
9726000.0 , 1.230893
9740000.0 , 1.245996
9750000.0 , 1.226589
9800000.0 , 1.229395
9808080.0 , 1.224817
9821000.0 , 1.217498
9830000.0 , 1.218794
9868000.0 , 1.198592
9900000.0 , 1.182195
9917000.0 , 1.183099
9921000.0 , 1.173099
1.0E7 , 1.172996
1.005E7 , 1.147593
1.0053E7 , 1.138694
1.017E7 , 1.118301
1.025E7 , 1.112793
1.03E7 , 1.1116
1.0372E7 , 1.137695
1.04E7 , 1.145695
1.0448E7 , 1.161898
1.044806E7 , 1.161931
1.0478E7 , 1.179299
1.05E7 , 1.1957
1.0506E7 , 1.196201
1.0536E7 , 1.212098
1.055E7 , 1.209598
1.0553E7 , 1.222404
1.062E7 , 1.254598
1.069E7 , 1.298497
1.07E7 , 1.298803
1.075E7 , 1.331401
1.08E7 , 1.3552
1.083E7 , 1.374507
1.08914E7 , 1.40661
1.09E7 , 1.411106
1.094E7 , 1.420199
1.1E7 , 1.408503
1.1004E7 , 1.400507
1.1053E7 , 1.4012
1.1096E7 , 1.388901
1.11E7 , 1.393905
1.1166E7 , 1.400204
1.117E7 , 1.401198
1.125E7 , 1.386698
1.13E7 , 1.383199
1.14E7 , 1.3734
1.15E7 , 1.356502
1.1553E7 , 1.345007
1.1708E7 , 1.336904
1.175E7 , 1.354804
1.1751E7 , 1.349199
1.18E7 , 1.359199
1.1828E7 , 1.373199
1.19E7 , 1.412699
1.1909E7 , 1.408001
1.1917E7 , 1.421696
1.19747E7 , 1.424966
1.2E7 , 1.4264
1.205E7 , 1.444598
1.2053E7 , 1.449995
1.2088E7 , 1.449094
1.21E7 , 1.451595
1.2196E7 , 1.387198
1.2224E7 , 1.374999
1.225E7 , 1.367496
1.23E7 , 1.345293
1.24E7 , 1.324997
1.25E7 , 1.331791
1.2553E7 , 1.34139
