Incident energy , σ(E)
4.2E7 , 0.206435
4.249131168E7 , 0.203453006
4.286356345E7 , 0.201244814
4.342806461E7 , 0.197977381
4.4E7 , 0.194763
4.44916965E7 , 0.192102219
4.511939425E7 , 0.188809431
4.523956281E7 , 0.188179049
4.587781161E7 , 0.184953508
4.6E7 , 0.184336
4.649204867E7 , 0.181958394
4.714796779E7 , 0.178881165
4.724000784E7 , 0.178449361
4.790647932E7 , 0.175431476
4.8E7 , 0.175008
4.849237219E7 , 0.17287611
4.917651228E7 , 0.169995904
4.924041647E7 , 0.16972687
4.993511011E7 , 0.166899133
5.0E7 , 0.166635
5.04926704E7 , 0.164710154
5.120503109E7 , 0.162000524
5.124079299E7 , 0.161864495
5.196370835E7 , 0.159201678
5.2E7 , 0.159068
5.249294618E7 , 0.157312916
5.323352716E7 , 0.154742954
5.324114104E7 , 0.154716532
5.399227771E7 , 0.152188985
5.4E7 , 0.152163
5.449320195E7 , 0.150539708
5.524146373E7 , 0.148137182
5.6E7 , 0.145773
5.649343982E7 , 0.144253661
5.724176373E7 , 0.142004293
5.8E7 , 0.13979
5.88182756E7 , 0.1374531
5.899152487E7 , 0.13695832
5.98237891E7 , 0.134668757
6.0E7 , 0.134184
6.0846492E7 , 0.131922981
6.099180278E7 , 0.131534849
6.185228733E7 , 0.129318469
6.2E7 , 0.128938
6.28747084E7 , 0.126755548
6.299206304E7 , 0.126462741
6.388076766E7 , 0.124322186
6.4E7 , 0.124035
6.49029248E7 , 0.121932137
6.499230729E7 , 0.12172397
6.590923176E7 , 0.119660288
6.6E7 , 0.119456
6.69311412E7 , 0.117434362
6.699253695E7 , 0.117301063
6.793768106E7 , 0.115315894
6.8E7 , 0.115185
6.89593576E7 , 0.113244053
6.899275329E7 , 0.113176488
6.996611685E7 , 0.111269387
7.0E7 , 0.111203
7.0987574E7 , 0.109342913
7.099295745E7 , 0.109332773
7.199454029E7 , 0.107503969
7.2E7 , 0.107494
7.299315041E7 , 0.105751883
7.4E7 , 0.104038
7.499333309E7 , 0.102415854
7.6E7 , 0.100819
7.699350627E7 , 0.099307977
7.8E7 , 0.0978196
7.899367068E7 , 0.096410196
8.0E7 , 0.0950211
8.099382698E7 , 0.093704681
8.2E7 , 0.0924065
8.299397573E7 , 0.091174031
8.4E7 , 0.089958
8.499411749E7 , 0.088800503
8.6E7 , 0.0876579
8.699425273E7 , 0.086566506
8.8E7 , 0.0854887
