E	cs_tot	cs_el	cs_inel	cs_h_tot	cs_h_el	cs_h_inel	cs_c_tot	cs_c_el	cs_c_inel
20100000	18.364259999999998	13.945005	4.419254999999998	0.480126	0.4801005	2.5500000000011624e-05	1.507	1.016	0.4909999999999999
20300000	18.17053002	13.754488989999999	4.416041030000002	0.473668902	0.473643499	2.5402999999979414e-05	1.492649	1.002006	0.49064299999999994
21100000	17.38214	12.980889	4.401251	0.454814	0.4547889	2.5100000000000122e-05	1.426	0.937	0.4889999999999999
22100000	16.95844	12.584192999999999	4.374247	0.433144	0.4331193	2.469999999998862e-05	1.403	0.917	0.486
23100000	16.781039999999997	12.442796000000001	4.338243999999996	0.414504	0.4144796	2.4399999999979993e-05	1.404	0.922	0.4819999999999999
24100000	16.6866	12.402359	4.284240999999998	0.39696	0.3969359	2.4099999999971367e-05	1.413	0.937	0.476
24300000	16.59853975	12.334521589999998	4.264018160000003	0.392755675	0.392731649	2.4026000000010317e-05	1.407887	0.9341339	0.47375310000000015
25100000	16.27808	12.065842	4.212237999999999	0.380408	0.3803842	2.380000000001825e-05	1.386	0.918	0.46799999999999986
26100000	16.001933	11.859168100000002	4.1427648999999995	0.364802	0.3647785	2.3500000000009624e-05	1.372657	0.9123759	0.4602811
27100000	15.708363499999999	11.632981899999999	4.0753816	0.350093	0.3500698	2.3200000000000998e-05	1.3563815	0.9035871	0.45279439999999993
27400000	15.6021147	11.54376854	4.058346159999999	0.34471197	0.344688884	2.308600000000549e-05	1.350555	0.8996533	0.45090169999999996
28100000	15.383811999999999	11.3665437	4.0172683	0.336235	0.3362121	2.289999999999237e-05	1.335718	0.8893803	0.44633769999999995
28500000	15.22942978	11.23888396	3.9905458199999995	0.329642878	0.329620126	2.275199999995925e-05	1.325889	0.8825203	0.44336870000000006
29100000	15.067952	11.1065866	3.9613654	0.32318	0.3231574	2.2600000000039255e-05	1.315128	0.8750014	0.44012660000000003
30100000	14.763819999999999	10.857597	3.906222999999999	0.310882	0.3108597	2.2299999999975118e-05	1.295	0.861	0.43399999999999994
32100000	14.194835000000001	10.395670299999999	3.799164700000002	0.288368	0.2883463	2.1700000000013375e-05	1.256795	0.8346897	0.4221053000000001
34100000	13.673607	9.973108100000001	3.7004988999999995	0.268314	0.2682929	2.1099999999996122e-05	1.221163	0.8100199	0.4111431
36100000	13.180401	9.5706568	3.6097441999999997	0.250344	0.2503234	2.0600000000037255e-05	1.186329	0.7852692	0.40105979999999997
38100000	12.679094	9.153520100000001	3.5255738999999977	0.234101	0.2340809	2.0099999999995122e-05	1.148676	0.7569679	0.3917081
40100000	12.194	8.746803	3.447197000000001	0.2195	0.2194803	1.9700000000011375e-05	1.111	0.728	0.383
42100000	11.740403	8.3689423	3.3714607	0.206435	0.2064157	1.9299999999999873e-05	1.075117	0.7005317	0.3745853000000001
44100000	11.315126999999999	8.0185125	3.2966144999999987	0.194763	0.1947441	1.889999999998837e-05	1.040833	0.6745635	0.3662694999999999
46100000	10.915090000000001	7.691282300000001	3.2238077	0.184336	0.1843175	1.8500000000004624e-05	1.00797	0.6497897	0.3581803
48100000	10.5376098	7.3837855	3.1538243	0.175008	0.1749898	1.8199999999995997e-05	0.9763922	0.6259875	0.3504047
50100000	10.180349999999999	7.093171999999999	3.0871779999999998	0.166635	0.1666172	1.780000000001225e-05	0.946	0.603	0.34299999999999997
52100000	9.8416946	6.8196661	3.0220285000000002	0.159068	0.1590505	1.7499999999975868e-05	0.9167794	0.5810179	0.33576150000000005
54100000	9.5206284	6.5635253	2.9571030999999994	0.152163	0.1521458	1.7199999999994997e-05	0.8887776	0.5602297	0.3285478999999999
56100000	9.2156598	6.322286	2.893373799999999	0.145773	0.1457561	1.6900000000014126e-05	0.8619922	0.540525	0.32146719999999995
58100000	8.925572	6.094015	2.831557000000001	0.13979	0.1397734	1.66000000000055e-05	0.836408	0.521809	0.3145990000000001
60100000	8.649840000000001	5.877676999999999	2.7721630000000017	0.134184	0.1341677	1.6299999999996873e-05	0.812	0.504	0.30800000000000005
62100000	8.3873191	5.6731352	2.714183899999999	0.128938	0.1289219	1.609999999999112e-05	0.7886599	0.4871018	0.3015581
64100000	8.1366117	5.480252199999999	2.6563595000000007	0.124035	0.1240192	1.580000000001025e-05	0.7662513	0.4711178	0.2951335
66100000	7.8969428	5.2982230999999995	2.5987197	0.119456	0.1194404	1.56000000000045e-05	0.7447092	0.4559799	0.28872929999999997
68100000	7.6676322	5.12633	2.5413021999999996	0.115185	0.1151696	1.5399999999998748e-05	0.7239758	0.441626	0.28234979999999993
70100000	7.448029999999999	4.963879	2.484150999999999	0.111203	0.1111879	1.5099999999990121e-05	0.704	0.428	0.27599999999999997
72100000	7.234315	4.8092159	2.4250990999999997	0.107494	0.1074791	1.4900000000012126e-05	0.684375	0.4149361	0.2694389
74100000	7.0256554	4.6614253	2.3642300999999994	0.104038	0.1040233	1.4700000000006375e-05	0.6650306	0.4023547	0.2626759
76100000	6.825285099999999	4.5208818	2.3044032999999997	0.100819	0.1008045	1.4500000000000624e-05	0.6463439	0.3903152	0.2560287
78100000	6.635577100000001	4.3877576	2.247819500000001	0.0978196	0.09780527	1.4330000000006837e-05	0.6285979	0.3788561	0.24974180000000007
80100000	6.458211	4.2620695	2.1961415000000004	0.0950211	0.09500695	1.4149999999990559e-05	0.612	0.368	0.244
82100000	6.290760499999999	4.1420300999999995	2.1487304	0.0924065	0.09239253	1.3970000000002036e-05	0.5962995	0.3575672	0.2387323
84100000	6.130287300000001	4.02525	2.105037300000001	0.089958	0.0899442	1.3799999999994372e-05	0.5811897	0.347312	0.23387770000000002
86100000	5.9772012	3.9109213	2.0662798999999996	0.0876579	0.08764426	1.3639999999995323e-05	0.5667358	0.3371643	0.22957150000000004
88100000	5.8318024	3.7984038	2.0333986	0.0854887	0.08547522	1.3479999999996273e-05	0.5529906	0.3270724	0.2259182
90100000	5.694327	3.6871937000000004	2.0071333	0.0834327	0.08341937	1.332999999999196e-05	0.54	0.317	0.22300000000000003
92100000	5.564312	3.5725801	1.9917319	0.0814724	0.08145922	1.3180000000001524e-05	0.527732	0.3064431	0.22128889999999996
94100000	5.441050799999999	3.4531533	1.9878974999999994	0.0795906	0.07957755	1.3050000000000561e-05	0.5161272	0.2952642	0.22086300000000003
96100000	5.324436700000001	3.3329388	1.9914979000000006	0.0777877	0.07777479	1.2910000000004862e-05	0.5051733	0.2839101	0.22126320000000005
98100000	5.214090499999999	3.2151265999999996	1.9989638999999997	0.0760661	0.07605332	1.27800000000039e-05	0.4948255	0.2727326	0.22209289999999998
